Accepted Symbol,Family Common Name,Common Name,Kingdom,Division,Class,Order,Family,Genus,Scientific Name,Duration,Growth Habit
CICE,Aster family,fringed thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium centaureae,Perennial,Forb/herb
CICL,Aster family,Fish Lake thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium clavatum,Perennial,Forb/herb
CIEA,Aster family,Eaton's thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium eatonii,"Biennial, Perennial",Forb/herb
CILA5,Aster family,porcupine thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium laterifolium,Perennial,Forb/herb
CIMO2,Aster family,lacy thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium modestum,Perennial,Forb/herb
CINE,Aster family,New Mexico thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium neomexicanum,"Biennial, Perennial",Forb/herb
CIOC2,Aster family,yellowspine thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium ochrocentrum,"Biennial, Perennial",Forb/herb
CIOCO2,Aster family,yellowspine thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium ochrocentrum ssp. ochrocentrum,"Biennial, Perennial",Forb/herb
CIOS,Aster family,Osterhout's thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium osterhoutii,Perennial,Forb/herb
CIOW,Aster family,Ownbey's thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium ownbeyi,Perennial,Forb/herb
CIPA5,Aster family,pale thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium pallidum,Perennial,Forb/herb
CIPA,Aster family,Parry's thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium parryi,"Biennial, Perennial",Forb/herb
CIPAP2,Aster family,Parry's thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium parryi ssp. parryi,"Biennial, Perennial",Forb/herb
CIPE5,Aster family,Rocky Mountain thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium perplexans,Perennial,Forb/herb
CIPU3,Aster family,Wyoming thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium pulcherrimum,Perennial,Forb/herb
CISC,Aster family,mountain slope thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium scapanolepis,Perennial,Forb/herb
CISC3,Aster family,mountain thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium scopulorum,Biennial,Forb/herb
CIUNT,Aster family,Tracy's thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium undulatum var. tracyi,"Biennial, Perennial",Forb/herb
CIVE,Aster family,spring thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium vernale,Perennial,Forb/herb
CIWH,Aster family,Wheeler's thistle,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium wheeleri,Perennial,Forb/herb
COCAG,Aster family,Canadian horseweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Conyza,Conyza canadensis var. glabrata,"Annual, Biennial",Forb/herb
COPA12,Aster family,southwestern cosmos,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,Cosmos parviflorus,Annual,Forb/herb
CRAC2,Aster family,tapertip hawksbeard,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis acuminata,Perennial,Forb/herb
CRACA,Aster family,tapertip hawksbeard,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis acuminata ssp. acuminata,Perennial,Forb/herb
CRACP,Aster family,tapertip hawksbeard,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis acuminata ssp. pluriflora,Perennial,Forb/herb
CRNAC,Aster family,dwarf alpine hawksbeard,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis nana ssp. clivicola,Perennial,Forb/herb
DICA4,Aster family,desert twinbugs,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Dicoria,Dicoria canescens,Annual,Forb/herb
DICAB,Aster family,desert twinbugs,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Dicoria,Dicoria canescens ssp. brandegeei,Annual,Forb/herb
DICAW,Aster family,desert twinbugs,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Dicoria,Dicoria canescens ssp. wetherillii,Annual,Forb/herb
ENNU4,Aster family,nodding sunray,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Encelia,Encelia nutans,Perennial,Forb/herb
ENNU,Aster family,nakedstem sunray,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Enceliopsis,Enceliopsis nudicaulis,Perennial,"Forb/herb, Subshrub"
ENNUN,Aster family,nakedstem sunray,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Enceliopsis,Enceliopsis nudicaulis var. nudicaulis,Perennial,"Forb/herb, Subshrub"
ENPE4,Aster family,Engelmann's daisy,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Engelmannia,Engelmannia peristenia,Perennial,Forb/herb
ERDI14,Aster family,whitestem goldenbush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria discoidea,Perennial,"Shrub, Subshrub"
ERDID,Aster family,whitestem goldenbush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria discoidea var. discoidea,Perennial,"Shrub, Subshrub"
ERNAC2,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. consimilis,Perennial,"Shrub, Subshrub"
ERNAJ,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. consimilis var. juncea,Perennial,"Shrub, Subshrub"
ERNAL,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. consimilis var. leiosperma,Perennial,"Shrub, Subshrub"
ERNAO,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. consimilis var. oreophila,Perennial,"Shrub, Subshrub"
ERNAT,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. consimilis var. turbinata,Perennial,"Shrub, Subshrub"
ERNAB2,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. nauseosa var. bigelovii,Perennial,"Shrub, Subshrub"
ERNAH,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. nauseosa var. hololeuca,Perennial,"Shrub, Subshrub"
ERNAN5,Aster family,rubber rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria nauseosa ssp. nauseosa var. nauseosa,Perennial,"Shrub, Subshrub"
ERPA30,Aster family,Parry's rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria parryi,Perennial,Shrub
ERPAA2,Aster family,Parry's rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria parryi var. affinis,Perennial,Shrub
ERPAA4,Aster family,Parry's rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria parryi var. attenuata,Perennial,Shrub
ERPAH,Aster family,Parry's rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria parryi var. howardii,Perennial,Shrub
ERPAP10,Aster family,Parry's rabbitbrush,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria,Ericameria parryi var. parryi,Perennial,Shrub
ERACP2,Aster family,bitter fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron acris ssp. politus,"Annual, Biennial, Perennial",Forb/herb
ERAP,Aster family,rayless shaggy fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron aphanactis,"Biennial, Perennial",Forb/herb
ERAPA2,Aster family,rayless shaggy fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron aphanactis var. aphanactis,"Biennial, Perennial",Forb/herb
ERAR3,Aster family,silver fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron argentatus,Perennial,Forb/herb
ERBE2,Aster family,western daisy fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron bellidiastrum,Annual,Forb/herb
ERBEB,Aster family,western daisy fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron bellidiastrum var. bellidiastrum,Annual,Forb/herb
ERBER,Aster family,western daisy fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron bellidiastrum var. robustus,Annual,Forb/herb
ERCA4,Aster family,hoary fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron canus,Perennial,Forb/herb
ERCO28,Aster family,running fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron colomexicanus,Biennial,Forb/herb
ERCO27,Aster family,Navajo fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron concinnus,Perennial,"Forb/herb, Subshrub"
ERCOC3,Aster family,Navajo fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron concinnus var. concinnus,Perennial,"Forb/herb, Subshrub"
ERCOS,Aster family,Navajo fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron concinnus var. subglaber,Perennial,"Forb/herb, Subshrub"
ERCO15,Aster family,foothill fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron consimilis,Perennial,Forb/herb
ERCO6,Aster family,large mountain fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron coulteri,Perennial,Forb/herb
EREA,Aster family,Eaton's fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron eatonii,Perennial,Forb/herb
EREAE,Aster family,Eaton's fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron eatonii var. eatonii,Perennial,Forb/herb
EREL9,Aster family,tall fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron elatior,Perennial,Forb/herb
EREN,Aster family,Engelmann's fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron engelmannii,Perennial,Forb/herb
ERENE,Aster family,Engelmann's fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron engelmannii var. engelmannii,Perennial,Forb/herb
EREX4,Aster family,sprucefir fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron eximius,Perennial,"Forb/herb, Subshrub"
ERFO3,Aster family,beautiful fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron formosissimus,Perennial,Forb/herb
ERKA,Aster family,kachina fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron kachinensis,Perennial,Forb/herb
ERLE6,Aster family,rockslide yellow fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron leiomerus,Perennial,Forb/herb
ERME2,Aster family,blackhead fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron melanocephalus,Perennial,Forb/herb
ERNE2,Aster family,needleleaf fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron nematophyllus,Perennial,Forb/herb
ERPI6,Aster family,featherleaf fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron pinnatisectus,Perennial,Forb/herb
ERPU9,Aster family,basin fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron pulcherrimus,Perennial,Forb/herb
ERSI3,Aster family,onestem fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron simplex,Perennial,"Forb/herb, Subshrub"
ERSU2,Aster family,threenerve fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron subtrinervis,Perennial,Forb/herb
ERSUS,Aster family,threenerve fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron subtrinervis var. subtrinervis,Perennial,Forb/herb
ERUI,Aster family,Uinta fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron uintahensis,Perennial,Forb/herb
ERUR2,Aster family,Bear River fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron ursinus,Perennial,Forb/herb
ERUT,Aster family,Utah fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron utahensis,Perennial,"Forb/herb, Subshrub"
ERUTS,Aster family,Utah fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron utahensis var. sparsifolius,Perennial,"Forb/herb, Subshrub"
ERUTU,Aster family,Utah fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron utahensis var. utahensis,Perennial,"Forb/herb, Subshrub"
ERVA3,Aster family,rambling fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron vagus,Perennial,Forb/herb
ERVE2,Aster family,early bluetop fleabane,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron vetensis,Perennial,Forb/herb
ERVR,Aster family,Vreeland's erigeron,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron vreelandii,Perennial,Forb/herb
ERWI2,Aster family,Dieter's erigeron,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron wilkenii,Perennial,Forb/herb
EUEL2,Aster family,elegant aster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Eucephalus,Eucephalus elegans,Perennial,Forb/herb
EUGL19,Aster family,gray aster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Eurybia,Eurybia glauca,Perennial,Forb/herb
EUGLG2,Aster family,gray aster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Eurybia,Eurybia glauca var. glauca,Perennial,Forb/herb
EUHO4,Aster family,horrid herrickia,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Eurybia,Eurybia horrida,Perennial,Forb/herb
EVPR,Aster family,bighead pygmycudweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Evax,Evax prolifera,Annual,Forb/herb
FLCA,Aster family,alkali yellowtops,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Flaveria,Flaveria campestris,Annual,Forb/herb
GAPI,Aster family,red dome blanketflower,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia pinnatifida,Perennial,"Forb/herb, Subshrub"
GAPIP2,Aster family,red dome blanketflower,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia pinnatifida var. pinnatifida,Perennial,"Forb/herb, Subshrub"
GASP,Aster family,western blanketflower,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia spathulata,Perennial,Forb/herb
GNEX,Aster family,slender cudweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium exilifolium,Annual,Forb/herb
GRAC,Aster family,sharpleaf gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia acutifolia,Perennial,Forb/herb
GRAR2,Aster family,Arizona gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia arizonica,Perennial,Forb/herb
GRARS,Aster family,Arizona gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia arizonica var. stenophylla,Perennial,Forb/herb
GRDE,Aster family,reclined gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia decumbens,Perennial,Forb/herb
GRDED,Aster family,reclined gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia decumbens var. decumbens,Perennial,Forb/herb
GRDES,Aster family,reclined gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia decumbens var. subincisa,Perennial,Forb/herb
GRFA,Aster family,pointed gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia fastigiata,Perennial,Forb/herb
GRIN2,Aster family,Colorado gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia inornata,Perennial,Forb/herb
GRINA,Aster family,Colorado gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia inornata var. angusta,Perennial,Forb/herb
GRINI,Aster family,Colorado gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia inornata var. inornata,Perennial,Forb/herb
GRNU,Aster family,curlytop gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia nuda,"Annual, Biennial, Perennial",Forb/herb
GRNUA,Aster family,curlytop gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia nuda var. aphanactis,"Annual, Biennial, Perennial",Forb/herb
GRNUN,Aster family,curlytop gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia nuda var. nuda,"Annual, Biennial, Perennial",Forb/herb
GRPA8,Aster family,Spanish gold,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia papposa,"Annual, Biennial",Forb/herb
GRRE,Aster family,rolled gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia revoluta,"Annual, Biennial",Forb/herb
GRSU,Aster family,subalpine gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia subalpina,Biennial,Forb/herb
GRSUE,Aster family,subalpine gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia subalpina var. erecta,Biennial,Forb/herb
GRSUS,Aster family,subalpine gumweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia,Grindelia subalpina var. subalpina,Biennial,Forb/herb
GUEL2,Aster family,Lone Mesa snakeweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia,Gutierrezia elegans,Perennial,Subshrub
GUMI,Aster family,threadleaf snakeweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia,Gutierrezia microcephala,Perennial,"Shrub, Subshrub"
HAGR4,Aster family,false broomweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Haploesthes,Haploesthes greggii,Perennial,"Forb/herb, Shrub, Subshrub"
HAGRT,Aster family,Texas false broomweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Haploesthes,Haploesthes greggii var. texana,Perennial,"Forb/herb, Shrub, Subshrub"
HEMI,Aster family,smallhead sneezeweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helenium,Helenium microcephalum,Annual,Forb/herb
HEMIM,Aster family,smallhead sneezeweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helenium,Helenium microcephalum var. microcephalum,Annual,Forb/herb
HEMI2,Aster family,purpledisk helianthella,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthella,Helianthella microcephala,Perennial,Forb/herb
HEPA,Aster family,Parry's dwarf-sunflower,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthella,Helianthella parryi,Perennial,Forb/herb
HEQU2,Aster family,fivenerve helianthella,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthella,Helianthella quinquenervis,Perennial,Forb/herb
HEUNU,Aster family,oneflower helianthella,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthella,Helianthella uniflora var. uniflora,Perennial,Forb/herb
HEOR,Aster family,sunflower,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus Ã—orgyaloides,Perennial,Forb/herb
HECI,Aster family,Texas blueweed,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus ciliaris,Perennial,Forb/herb
HEPEF,Aster family,prairie sunflower,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus petiolaris ssp. fallax,Annual,Forb/herb
HEPU3,Aster family,little sunflower,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus pumilus,Perennial,Forb/herb
HEMU3,Aster family,showy goldeneye,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Heliomeris,Heliomeris multiflora,Perennial,"Forb/herb, Subshrub"
HEMUM,Aster family,showy goldeneye,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Heliomeris,Heliomeris multiflora var. multiflora,Perennial,"Forb/herb, Subshrub"
HEMUN,Aster family,Nevada goldeneye,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Heliomeris,Heliomeris multiflora var. nevadensis,Perennial,Forb/herb
HEHEO,Aster family,smooth oxeye,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Heliopsis,Heliopsis helianthoides var. occidentalis,Perennial,Forb/herb
HEPI2,Aster family,wingpetal,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Heterosperma,Heterosperma pinnatum,Annual,Forb/herb
HEFU3,Aster family,rockyscree false goldenaster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca,Heterotheca fulcrata,Perennial,"Forb/herb, Subshrub"
HEFUA2,Aster family,rockyscree false goldenaster,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca,Heterotheca fulcrata var. amplifolia,Perennial,Forb/herb
